-3.427547877184113467e+00,-1.322744208720580517e+01
-3.427547877184113467e+00,-1.322744208720580517e+01
-3.379488809562755769e+00,-1.322744208720580517e+01
-3.331429741941397182e+00,-1.322744208720580517e+01
-3.283370674320039484e+00,-1.322744208720580517e+01
-3.235311606698681786e+00,-1.322744208720580517e+01
-3.187252539077323199e+00,-1.322744208720580517e+01
-3.139193471455965501e+00,-1.322744208720580517e+01
-3.091134403834606914e+00,-1.322744208720580517e+01
-3.043075336213249216e+00,-1.322744208720580517e+01
-2.995016268591890629e+00,-1.322744208720580517e+01
-2.946957200970532931e+00,-1.322744208720580517e+01
-2.898898133349174344e+00,-1.322744208720580517e+01
-2.850839065727816646e+00,-1.322744208720580517e+01
-2.802779998106458059e+00,-1.322744208720580517e+01
-2.754720930485100361e+00,-1.322744208720580517e+01
-2.706661862863741774e+00,-1.322744208720580517e+01
-2.658602795242384076e+00,-1.322744208720580517e+01
-2.610543727621025489e+00,-1.322744208720580517e+01
-2.562484659999667791e+00,-1.322744208720580517e+01
-2.514425592378310093e+00,-1.322744208720580517e+01
-2.466366524756951506e+00,-1.322744208720580517e+01
-2.418307457135593808e+00,-1.322744208720580517e+01
-2.370248389514235221e+00,-1.322744208720580517e+01
-2.322189321892877523e+00,-1.322744208720580517e+01
-2.274130254271518936e+00,-1.322744208720580517e+01
-2.226071186650161238e+00,-1.322744208720580517e+01
-2.178012119028803539e+00,-1.322744208720580517e+01
-2.129953051407444065e+00,-1.322744208720580517e+01
-2.081893983786086366e+00,-1.322744208720580517e+01
-2.033834916164728668e+00,-1.322744208720580517e+01
-1.985775848543370969e+00,-1.322744208720580517e+01
-1.937716780922011495e+00,-1.322744208720580517e+01
-1.889657713300653796e+00,-1.322744208720580517e+01
-1.841598645679296098e+00,-1.322744208720580517e+01
-1.793539578057938400e+00,-1.322744208720580517e+01
-1.745480510436580701e+00,-1.322744208720580517e+01
-1.697421442815221226e+00,-1.322744208720580517e+01
-1.649362375193863528e+00,-1.322744208720580517e+01
-1.601303307572505830e+00,-1.322744208720580517e+01
-1.553244239951148131e+00,-1.322744208720580517e+01
-1.505185172329788656e+00,-1.322744208720580517e+01
-1.457126104708430958e+00,-1.322744208720580517e+01
-1.409067037087073260e+00,-1.322744208720580517e+01
-1.361007969465715561e+00,-1.322744208720580517e+01
-1.312948901844356087e+00,-1.322744208720580517e+01
-1.264889834222998388e+00,-1.322744208720580517e+01
-1.216830766601640690e+00,-1.322744208720580517e+01
-1.168771698980282991e+00,-1.322744208720580517e+01
-1.120712631358923517e+00,-1.322744208720580517e+01
-1.072653563737565818e+00,-1.322744208720580517e+01
-1.024594496116208120e+00,-1.322744208720580517e+01
-9.765354284948504215e-01,-1.322744208720580517e+01
-9.284763608734927232e-01,-1.322744208720580517e+01
-8.804172932521332484e-01,-1.322744208720580517e+01
-8.323582256307755500e-01,-1.322744208720580517e+01
-7.842991580094178516e-01,-1.322744208720580517e+01
-7.362400903880601533e-01,-1.322744208720580517e+01
-6.881810227667006785e-01,-1.322744208720580517e+01
-6.401219551453429801e-01,-1.322744208720580517e+01
-5.920628875239852817e-01,-1.322744208720580517e+01
-5.440038199026275834e-01,-1.322744208720580517e+01
-4.959447522812681086e-01,-1.322744208720580517e+01
-4.478856846599104102e-01,-1.322744208720580517e+01
-3.998266170385527118e-01,-1.322744208720580517e+01
-3.517675494171950135e-01,-1.322744208720580517e+01
-3.037084817958355387e-01,-1.322744208720580517e+01
-2.556494141744778403e-01,-1.322744208720580517e+01
-2.075903465531201419e-01,-1.322744208720580517e+01
-1.595312789317624436e-01,-1.322744208720580517e+01
-1.114722113104047452e-01,-1.322744208720580517e+01
-6.341314368904527043e-02,-1.327550115482716109e+01
-1.535407606768757205e-02,-1.327550115482716109e+01
3.270499155367012634e-02,-1.327550115482716109e+01
8.076405917502782472e-02,-1.327550115482716109e+01
1.288231267963872995e-01,-1.327550115482716109e+01
1.768821944177449978e-01,-1.327550115482716109e+01
2.249412620391026962e-01,-1.327550115482716109e+01
2.730003296604603946e-01,-1.327550115482716109e+01
3.210593972818198694e-01,-1.327550115482716109e+01
3.691184649031775677e-01,-1.327550115482716109e+01
4.171775325245352661e-01,-1.327550115482716109e+01
4.652366001458929645e-01,-1.327550115482716109e+01
5.132956677672506629e-01,-1.327550115482716109e+01
5.613547353886101376e-01,-1.327550115482716109e+01
6.094138030099678360e-01,-1.327550115482716109e+01
6.574728706313255344e-01,-1.327550115482716109e+01
7.055319382526832328e-01,-1.327550115482716109e+01
7.535910058740427075e-01,-1.327550115482716109e+01
8.016500734954004059e-01,-1.327550115482716109e+01
8.497091411167581043e-01,-1.327550115482716109e+01
8.977682087381158027e-01,-1.327550115482716109e+01
9.458272763594752774e-01,-1.327550115482716109e+01
9.938863439808329758e-01,-1.327550115482716109e+01
1.041945411602190674e+00,-1.327550115482716109e+01
1.090004479223548373e+00,-1.327550115482716109e+01
1.138063546844907847e+00,-1.327550115482716109e+01
1.186122614466265546e+00,-1.327550115482716109e+01
1.234181682087623244e+00,-1.327550115482716109e+01
1.282240749708980943e+00,-1.327550115482716109e+01
1.330299817330338641e+00,-1.327550115482716109e+01
1.378358884951698116e+00,-1.327550115482716109e+01
1.426417952573055814e+00,-1.327550115482716109e+01
1.474477020194413512e+00,-1.327550115482716109e+01
1.522536087815771211e+00,-1.327550115482716109e+01
1.570595155437130686e+00,-1.327550115482716109e+01
1.618654223058488384e+00,-1.327550115482716109e+01
1.666713290679846082e+00,-1.327550115482716109e+01
1.714772358301203781e+00,-1.327550115482716109e+01
1.762831425922563255e+00,-1.327550115482716109e+01
1.810890493543920954e+00,-1.327550115482716109e+01
1.858949561165278652e+00,-1.327550115482716109e+01
1.907008628786636351e+00,-1.327550115482716109e+01
1.955067696407995825e+00,-1.327550115482716109e+01
2.003126764029353524e+00,-1.327550115482716109e+01
2.051185831650711222e+00,-1.327550115482716109e+01
2.099244899272068920e+00,-1.327550115482716109e+01
2.147303966893426619e+00,-1.327550115482716109e+01
2.195363034514786094e+00,-1.327550115482716109e+01
2.243422102136143792e+00,-1.327550115482716109e+01
2.291481169757501490e+00,-1.327550115482716109e+01
2.339540237378859189e+00,-1.327550115482716109e+01
2.387599305000218664e+00,-1.327550115482716109e+01
